solarSystemName,SolarSystemID,constellationID,regionID,wormholeClass,wormholeEffect,statics
J170817,31001030,21000099,11000011,3,Cataclysmic Variable,U210
J123405,31001031,21000099,11000011,3,,U210
J125741,31001032,21000099,11000011,3,,U210
J114627,31001033,21000100,11000011,3,Wolf-Rayet Star,U210
J155117,31001034,21000100,11000011,3,,U210
J165118,31001035,21000100,11000011,3,,U210
J141004,31001036,21000100,11000011,3,,U210
J174317,31001037,21000100,11000011,3,Wolf-Rayet Star,U210
J145040,31001038,21000100,11000011,3,,U210
J171549,31001039,21000100,11000011,3,Pulsar,U210
J100009,31001040,21000101,11000011,3,Pulsar,U210
J124257,31001041,21000101,11000011,3,,U210
J154530,31001042,21000101,11000011,3,,U210
J152636,31001043,21000101,11000011,3,,U210
J100728,31001044,21000101,11000011,3,Red Giant,U210
J115504,31001045,21000101,11000011,3,,U210
J104905,31001046,21000102,11000011,3,,U210
J125149,31001047,21000102,11000011,3,Pulsar,U210
J172743,31001048,21000102,11000011,3,,U210
J111421,31001049,21000102,11000011,3,Cataclysmic Variable,U210
J152146,31001050,21000102,11000011,3,Pulsar,U210
J111603,31001051,21000102,11000011,3,,U210
J114127,31001052,21000103,11000011,3,Black Hole,U210
J113923,31001053,21000103,11000011,3,,U210
J123837,31001054,21000103,11000011,3,,U210
J125049,31001055,21000103,11000011,3,,U210
J161455,31001056,21000103,11000011,3,Pulsar,U210
J124715,31001057,21000103,11000011,3,Black Hole,U210
J124813,31001058,21000103,11000011,3,Black Hole,U210
J120945,31001059,21000104,11000011,3,Pulsar,U210
J155541,31001060,21000104,11000011,3,,U210
J105017,31001061,21000104,11000011,3,Pulsar,U210
J154900,31001062,21000104,11000011,3,,U210
J164951,31001063,21000104,11000011,3,,U210
J162459,31001064,21000104,11000011,3,,U210
J141832,31001065,21000104,11000011,3,,U210
J115136,31001066,21000105,11000011,3,,U210
J112854,31001067,21000105,11000011,3,Red Giant,U210
J222222,31001068,21000105,11000011,3,,U210
J124654,31001069,21000105,11000011,3,Wolf-Rayet Star,U210
J132750,31001070,21000105,11000011,3,,U210
J170511,31001071,21000105,11000011,3,,U210
J155852,31001072,21000105,11000011,3,,U210
J121856,31001073,21000106,11000012,3,,D845
J131025,31001074,21000106,11000012,3,,D845
J122854,31001075,21000106,11000012,3,Red Giant,D845
J132222,31001076,21000106,11000012,3,,D845
J203753,31001077,21000106,11000012,3,,D845
J130835,31001078,21000106,11000012,3,,D845
J134123,31001079,21000106,11000012,3,Cataclysmic Variable,D845
J133857,31001080,21000107,11000012,3,Wolf-Rayet Star,D845
J171813,31001081,21000107,11000012,3,Magnetar,D845
J143513,31001082,21000107,11000012,3,Cataclysmic Variable,D845
J112656,31001083,21000107,11000012,3,,D845
J154357,31001084,21000107,11000012,3,,D845
J154145,31001085,21000107,11000012,3,,D845
J100129,31001086,21000107,11000012,3,,D845
J155124,31001087,21000108,11000012,3,,D845
J133207,31001088,21000108,11000012,3,Pulsar,D845
J124830,31001089,21000108,11000012,3,,D845
J144725,31001090,21000108,11000012,3,Magnetar,D845
J170409,31001091,21000108,11000012,3,Red Giant,D845
J103326,31001092,21000108,11000012,3,,D845
J160739,31001093,21000109,11000012,3,Pulsar,D845
J133041,31001094,21000109,11000012,3,Cataclysmic Variable,D845
J205412,31001095,21000109,11000012,3,,D845
J145851,31001096,21000109,11000012,3,Cataclysmic Variable,D845
J132737,31001097,21000109,11000012,3,Red Giant,D845
J130247,31001098,21000109,11000012,3,Black Hole,D845
J151405,31001099,21000110,11000012,3,,D845
J131802,31001100,21000110,11000012,3,Wolf-Rayet Star,D845
J221515,31001101,21000110,11000012,3,,D845
J142951,31001102,21000110,11000012,3,,D845
J101736,31001103,21000110,11000012,3,,D845
J233739,31001104,21000110,11000012,3,,D845
J221447,31001105,21000110,11000012,3,,D845
J145645,31001106,21000111,11000012,3,,D845
J153051,31001107,21000111,11000012,3,,D845
J141451,31001108,21000111,11000012,3,,D845
J131859,31001109,21000111,11000012,3,Wolf-Rayet Star,D845
J144553,31001110,21000111,11000012,3,,D845
J145615,31001111,21000111,11000012,3,,D845
J223109,31001112,21000111,11000012,3,Cataclysmic Variable,D845
J132721,31001113,21000112,11000012,3,,D845
J103353,31001114,21000112,11000012,3,,D845
J173223,31001115,21000112,11000012,3,,D845
J104837,31001116,21000112,11000012,3,,D845
J163745,31001117,21000112,11000012,3,,D845
J101500,31001118,21000112,11000012,3,,D845
J224826,31001119,21000112,11000012,3,Wolf-Rayet Star,D845
J230905,31001120,21000113,11000012,3,,D845
J110924,31001121,21000113,11000012,3,,D845
J122220,31001122,21000113,11000012,3,Magnetar,D845
J165153,31001123,21000113,11000012,3,Pulsar,D845
J204030,31001124,21000113,11000012,3,,D845
J134136,31001125,21000113,11000012,3,,D845
J113334,31001126,21000113,11000012,3,,D845
J125403,31001127,21000114,11000012,3,,D845
J162437,31001128,21000114,11000012,3,,D845
J235630,31001129,21000114,11000012,3,,D845
J105409,31001130,21000114,11000012,3,,D845
J163529,31001131,21000114,11000012,3,,D845
J152931,31001132,21000114,11000012,3,,D845
J131559,31001133,21000114,11000012,3,Red Giant,D845
J143918,31001134,21000115,11000012,3,,D845
J104643,31001135,21000115,11000012,3,Wolf-Rayet Star,D845
J212304,31001136,21000115,11000012,3,Cataclysmic Variable,D845
J154634,31001137,21000115,11000012,3,Black Hole,D845
J172052,31001138,21000115,11000012,3,Pulsar,D845
J135036,31001139,21000115,11000012,3,Cataclysmic Variable,D845
J134431,31001140,21000116,11000012,3,,D845
J121105,31001141,21000116,11000012,3,,D845
J120357,31001142,21000116,11000012,3,,D845
J101854,31001143,21000116,11000012,3,,D845
J232826,31001144,21000116,11000012,3,,D845
J154934,31001145,21000116,11000012,3,Cataclysmic Variable,D845
J170132,31001146,21000117,11000012,3,Black Hole,D845
J114916,31001147,21000117,11000012,3,,D845
J142400,31001148,21000117,11000012,3,,D845
J115502,31001149,21000117,11000012,3,,D845
J121300,31001150,21000117,11000012,3,Red Giant,D845
J223658,31001151,21000117,11000012,3,,D845
J124327,31001152,21000118,11000012,3,,D845
J220438,31001153,21000118,11000012,3,,D845
J144636,31001154,21000118,11000012,3,,D845
J113347,31001155,21000118,11000012,3,,D845
J150737,31001156,21000118,11000012,3,,D845
J152044,31001157,21000118,11000012,3,Magnetar,D845
J142443,31001158,21000119,11000012,3,Wolf-Rayet Star,D845
J164104,31001159,21000119,11000012,3,,D845
J155008,31001160,21000119,11000012,3,,D845
J114358,31001161,21000119,11000012,3,,D845
J122259,31001162,21000119,11000012,3,Pulsar,D845
J125243,31001163,21000119,11000012,3,,D845
J114508,31001164,21000119,11000012,3,,D845
J125216,31001165,21000120,11000012,3,,D845
J113143,31001166,21000120,11000012,3,,D845
J101612,31001167,21000120,11000012,3,,D845
J101354,31001168,21000120,11000012,3,,D845
J100156,31001169,21000120,11000012,3,,D845
J110425,31001170,21000120,11000012,3,Pulsar,D845
J133121,31001171,21000121,11000012,3,,D845
J165936,31001172,21000121,11000012,3,,D845
J213411,31001173,21000121,11000012,3,Red Giant,D845
J231545,31001174,21000121,11000012,3,Pulsar,D845
J121603,31001175,21000121,11000012,3,,D845
J222120,31001176,21000121,11000012,3,,D845
J231240,31001177,21000121,11000012,3,,D845
J164338,31001178,21000122,11000013,3,Magnetar,U210
J142603,31001179,21000122,11000013,3,Wolf-Rayet Star,U210
J212812,31001180,21000122,11000013,3,Wolf-Rayet Star,U210
J164501,31001181,21000122,11000013,3,,U210
J144751,31001182,21000122,11000013,3,,U210
J214744,31001183,21000122,11000013,3,Wolf-Rayet Star,U210
J135304,31001184,21000123,11000013,3,,U210
J223601,31001185,21000123,11000013,3,Magnetar,U210
J103529,31001186,21000123,11000013,3,,U210
J161051,31001187,21000123,11000013,3,Cataclysmic Variable,U210
J224352,31001188,21000123,11000013,3,,U210
J113048,31001189,21000123,11000013,3,,U210
J140322,31001190,21000124,11000013,3,,U210
J152741,31001191,21000124,11000013,3,,U210
J222732,31001192,21000124,11000013,3,,U210
J171542,31001193,21000124,11000013,3,,U210
J205136,31001194,21000124,11000013,3,,U210
J121706,31001195,21000124,11000013,3,Pulsar,U210
J143110,31001196,21000125,11000013,3,,U210
J110121,31001197,21000125,11000013,3,Wolf-Rayet Star,U210
J104626,31001198,21000125,11000013,3,,U210
J212159,31001199,21000125,11000013,3,,U210
J151733,31001200,21000125,11000013,3,Wolf-Rayet Star,U210
J103032,31001201,21000125,11000013,3,Cataclysmic Variable,U210
J150048,31001202,21000126,11000013,3,,U210
J113432,31001203,21000126,11000013,3,Black Hole,U210
J134629,31001204,21000126,11000013,3,,U210
J113339,31001205,21000126,11000013,3,Pulsar,U210
J122041,31001206,21000126,11000013,3,,U210
J130719,31001207,21000126,11000013,3,,U210
J204039,31001208,21000127,11000013,3,Magnetar,U210
J101048,31001209,21000127,11000013,3,,U210
J114119,31001210,21000127,11000013,3,Black Hole,U210
J110411,31001211,21000127,11000013,3,,U210
J104903,31001212,21000127,11000013,3,,U210
J151433,31001213,21000127,11000013,3,,U210
J143040,31001214,21000128,11000013,3,,U210
J133521,31001215,21000128,11000013,3,,U210
J163911,31001216,21000128,11000013,3,Red Giant,U210
J204842,31001217,21000128,11000013,3,,U210
J135214,31001218,21000128,11000013,3,Magnetar,U210
J131716,31001219,21000128,11000013,3,Red Giant,U210
J225350,31001220,21000128,11000013,3,Red Giant,U210
J105447,31001221,21000129,11000014,3,,K346
J144103,31001222,21000129,11000014,3,,K346
J165847,31001223,21000129,11000014,3,Cataclysmic Variable,K346
J121921,31001224,21000129,11000014,3,Wolf-Rayet Star,K346
J212025,31001225,21000129,11000014,3,Magnetar,K346
J145717,31001226,21000129,11000014,3,Pulsar,K346
J113705,31001227,21000130,11000014,3,Black Hole,K346
J132037,31001228,21000130,11000014,3,,K346
J224401,31001229,21000130,11000014,3,,K346
J152544,31001230,21000130,11000014,3,Wolf-Rayet Star,K346
J114506,31001231,21000130,11000014,3,,K346
J231245,31001232,21000130,11000014,3,Red Giant,K346
J151804,31001233,21000131,11000014,3,Pulsar,K346
J105033,31001234,21000131,11000014,3,,K346
J214600,31001235,21000131,11000014,3,Black Hole,K346
J152333,31001236,21000131,11000014,3,,K346
J131245,31001237,21000131,11000014,3,Pulsar,K346
J151045,31001238,21000131,11000014,3,,K346
J160822,31001239,21000131,11000014,3,,K346
J125944,31001240,21000132,11000014,3,Magnetar,K346
J173330,31001241,21000132,11000014,3,,K346
J115512,31001242,21000132,11000014,3,,K346
J161854,31001243,21000132,11000014,3,Black Hole,K346
J122442,31001244,21000132,11000014,3,Black Hole,K346
J114010,31001245,21000132,11000014,3,,K346
J153546,31001246,21000132,11000014,3,Wolf-Rayet Star,K346
J141046,31001247,21000133,11000014,3,,K346
J160111,31001248,21000133,11000014,3,Wolf-Rayet Star,K346
J101243,31001249,21000133,11000014,3,,K346
J214009,31001250,21000133,11000014,3,,K346
J152757,31001251,21000133,11000014,3,,K346
J164729,31001252,21000133,11000014,3,Wolf-Rayet Star,K346
J171420,31001253,21000133,11000014,3,,K346
J232441,31001254,21000134,11000014,3,Red Giant,K346
J131656,31001255,21000134,11000014,3,,K346
J135406,31001256,21000134,11000014,3,Black Hole,K346
J230708,31001257,21000134,11000014,3,,K346
J120124,31001258,21000134,11000014,3,,K346
J132746,31001259,21000134,11000014,3,,K346
J212207,31001260,21000135,11000014,3,,K346
J104416,31001261,21000135,11000014,3,Pulsar,K346
J104841,31001262,21000135,11000014,3,,K346
J172701,31001263,21000135,11000014,3,Wolf-Rayet Star,K346
J104835,31001264,21000135,11000014,3,,K346
J113647,31001265,21000135,11000014,3,,K346
J144316,31001266,21000135,11000014,3,Pulsar,K346
J114612,31001267,21000136,11000014,3,,K346
J130759,31001268,21000136,11000014,3,,K346
J164751,31001269,21000136,11000014,3,,K346
J131324,31001270,21000136,11000014,3,Red Giant,K346
J230722,31001271,21000136,11000014,3,Black Hole,K346
J134118,31001272,21000136,11000014,3,Cataclysmic Variable,K346
J164223,31001273,21000137,11000014,3,Pulsar,K346
J154449,31001274,21000137,11000014,3,,K346
J172815,31001275,21000137,11000014,3,,K346
J151242,31001276,21000137,11000014,3,,K346
J213423,31001277,21000137,11000014,3,Red Giant,K346
J145555,31001278,21000137,11000014,3,,K346
J101323,31001279,21000138,11000014,3,,K346
J112954,31001280,21000138,11000014,3,,K346
J133951,31001281,21000138,11000014,3,,K346
J150444,31001282,21000138,11000014,3,,K346
J153858,31001283,21000138,11000014,3,,K346
J172422,31001284,21000138,11000014,3,Magnetar,K346
J155545,31001285,21000139,11000014,3,,K346
J161441,31001286,21000139,11000014,3,,K346
J125449,31001287,21000139,11000014,3,Pulsar,K346
J210445,31001288,21000139,11000014,3,,K346
J123443,31001289,21000139,11000014,3,,K346
J121422,31001290,21000139,11000014,3,,K346
J155403,31001291,21000139,11000014,3,,K346
J103724,31001292,21000140,11000014,3,Red Giant,K346
J112948,31001293,21000140,11000014,3,Black Hole,K346
J235330,31001294,21000140,11000014,3,,K346
J121507,31001295,21000140,11000014,3,,K346
J235712,31001296,21000140,11000014,3,,K346
J125016,31001297,21000140,11000014,3,Cataclysmic Variable,K346
J151516,31001298,21000140,11000014,3,,K346
J132226,31001299,21000141,11000014,3,Black Hole,K346
J170656,31001300,21000141,11000014,3,,K346
J155722,31001301,21000141,11000014,3,,K346
J150135,31001302,21000141,11000014,3,,K346
J151645,31001303,21000141,11000014,3,Wolf-Rayet Star,K346
J211151,31001304,21000141,11000014,3,,K346
J213109,31001305,21000142,11000014,3,,K346
J233628,31001306,21000142,11000014,3,,K346
J102433,31001307,21000142,11000014,3,,K346
J111823,31001308,21000142,11000014,3,,K346
J211805,31001309,21000142,11000014,3,,K346
J172028,31001310,21000142,11000014,3,,K346
J101833,31001311,21000143,11000014,3,,K346
J104815,31001312,21000143,11000014,3,,K346
J124635,31001313,21000143,11000014,3,Black Hole,K346
J110738,31001314,21000143,11000014,3,,K346
J170550,31001315,21000143,11000014,3,,K346
J143704,31001316,21000143,11000014,3,,K346
J143614,31001317,21000144,11000015,3,,U210
J170236,31001318,21000144,11000015,3,,U210
J153034,31001319,21000144,11000015,3,Pulsar,U210
J220338,31001320,21000144,11000015,3,,U210
J171828,31001321,21000144,11000015,3,,U210
J112942,31001322,21000144,11000015,3,,U210
J112709,31001323,21000145,11000015,3,Wolf-Rayet Star,U210
J161213,31001324,21000145,11000015,3,,U210
J140739,31001325,21000145,11000015,3,Pulsar,U210
J213534,31001326,21000145,11000015,3,Wolf-Rayet Star,U210
J165224,31001327,21000145,11000015,3,,U210
J170144,31001328,21000145,11000015,3,,U210
J162010,31001329,21000146,11000015,3,Cataclysmic Variable,U210
J110226,31001330,21000146,11000015,3,Cataclysmic Variable,U210
J104421,31001331,21000146,11000015,3,Cataclysmic Variable,U210
J104330,31001332,21000146,11000015,3,,U210
J170376,31001333,21000146,11000015,3,,U210
J100338,31001334,21000146,11000015,3,,U210
J110034,31001335,21000147,11000015,3,,U210
J124207,31001336,21000147,11000015,3,,U210
J132907,31001337,21000147,11000015,3,,U210
J100015,31001338,21000147,11000015,3,,U210
J144024,31001339,21000147,11000015,3,,U210
J122806,31001340,21000147,11000015,3,,U210
J133250,31001341,21000147,11000015,3,,U210
J135852,31001342,21000148,11000015,3,,U210
J130616,31001343,21000148,11000015,3,Magnetar,U210
J204323,31001344,21000148,11000015,3,,U210
J120742,31001345,21000148,11000015,3,,U210
J105549,31001346,21000148,11000015,3,,U210
J103237,31001347,21000148,11000015,3,,U210
J215326,31001348,21000148,11000015,3,,U210
J121700,31001349,21000149,11000015,3,Cataclysmic Variable,U210
J124358,31001350,21000149,11000015,3,,U210
J112420,31001351,21000149,11000015,3,,U210
J130022,31001352,21000149,11000015,3,Magnetar,U210
J155419,31001353,21000149,11000015,3,,U210
J135723,31001354,21000149,11000015,3,Wolf-Rayet Star,U210
J105201,31001355,21000149,11000015,3,Cataclysmic Variable,U210
J133218,31001356,21000150,11000015,3,Magnetar,U210
J143345,31001357,21000150,11000015,3,,U210
J115448,31001358,21000150,11000015,3,,U210
J135642,31001359,21000150,11000015,3,,U210
J205900,31001360,21000150,11000015,3,,U210
J112747,31001361,21000150,11000015,3,,U210
J121027,31001362,21000151,11000015,3,,U210
J124744,31001363,21000151,11000015,3,Pulsar,U210
J161303,31001364,21000151,11000015,3,,U210
J141848,31001365,21000151,11000015,3,,U210
J104001,31001366,21000151,11000015,3,,U210
J102304,31001367,21000151,11000015,3,,U210
J172852,31001368,21000152,11000015,3,,U210
J131304,31001369,21000152,11000015,3,Magnetar,U210
J145632,31001370,21000152,11000015,3,,U210
J102515,31001371,21000152,11000015,3,,U210
J160645,31001372,21000152,11000015,3,,U210
J135129,31001373,21000152,11000015,3,Black Hole,U210
J115909,31001374,21000152,11000015,3,,U210
J160225,31001375,21000153,11000016,4,,"X877, N766"
J210458,31001376,21000153,11000016,4,Wolf-Rayet Star,"X877, N766"
J113925,31001377,21000153,11000016,4,Black Hole,"X877, N766"
J204815,31001378,21000153,11000016,4,,"X877, N766"
J104754,31001379,21000153,11000016,4,,"X877, N766"
J130518,31001380,21000153,11000016,4,,"X877, N766"
J142200,31001381,21000153,11000016,4,Cataclysmic Variable,"X877, N766"
J103731,31001382,21000154,11000016,4,,"X877, N766"
J100046,31001383,21000154,11000016,4,Cataclysmic Variable,"X877, N766"
J230301,31001384,21000154,11000016,4,,"X877, N766"
J165839,31001385,21000154,11000016,4,Black Hole,"X877, N766"
J235953,31001386,21000154,11000016,4,,"X877, N766"
J115018,31001387,21000154,11000016,4,Wolf-Rayet Star,"X877, N766"
J133458,31001388,21000154,11000016,4,,"X877, N766"
J221859,31001389,21000155,11000016,4,,"X877, N766"
J170215,31001390,21000155,11000016,4,,"X877, N766"
J165820,31001391,21000155,11000016,4,,"X877, N766"
J130253,31001392,21000155,11000016,4,,"X877, N766"
J120937,31001393,21000155,11000016,4,,"X877, N766"
J214811,31001394,21000155,11000016,4,,"X877, N766"
J160419,31001395,21000155,11000016,4,,"X877, N766"
J161752,31001396,21000156,11000016,4,,"P060, N766"
J112610,31001397,21000156,11000016,4,,"P060, N766"
J123726,31001398,21000156,11000016,4,Black Hole,"P060, N766"
J124837,31001399,21000156,11000016,4,,"P060, N766"
J151643,31001400,21000156,11000016,4,Pulsar,"P060, N766"
J160321,31001401,21000156,11000016,4,,"P060, N766"
J165308,31001402,21000156,11000016,4,Cataclysmic Variable,"P060, N766"
J171359,31001403,21000157,11000016,4,,"N766, H900"
J115547,31001404,21000157,11000016,4,Cataclysmic Variable,"N766, H900"
J141055,31001405,21000157,11000016,4,,"N766, H900"
J153202,31001406,21000157,11000016,4,,"N766, H900"
J121845,31001407,21000157,11000016,4,Cataclysmic Variable,"N766, H900"
J113456,31001408,21000157,11000016,4,,"N766, H900"
J144746,31001409,21000157,11000016,4,,"N766, H900"
J171554,31001410,21000158,11000016,4,Magnetar,"H900, N766"
J111029,31001411,21000158,11000016,4,,"H900, N766"
J145129,31001412,21000158,11000016,4,,"H900, N766"
J113730,31001413,21000158,11000016,4,Red Giant,"H900, N766"
J100956,31001414,21000158,11000016,4,,"H900, N766"
J134407,31001415,21000158,11000016,4,,"H900, N766"
J101507,31001416,21000158,11000016,4,Red Giant,"H900, N766"
J105546,31001417,21000159,11000016,4,Wolf-Rayet Star,"C247, N766"
J123528,31001418,21000159,11000016,4,,"C247, N766"
J145318,31001419,21000159,11000016,4,Black Hole,"C247, N766"
J132611,31001420,21000159,11000016,4,,"C247, N766"
J153338,31001421,21000159,11000016,4,,"C247, N766"
J102534,31001422,21000159,11000016,4,Wolf-Rayet Star,"C247, N766"
J144519,31001423,21000160,11000016,4,Magnetar,"H900, N766"
J141218,31001424,21000160,11000016,4,Black Hole,"H900, N766"
J152255,31001425,21000160,11000016,4,Magnetar,"H900, N766"
J142241,31001426,21000160,11000016,4,Cataclysmic Variable,"H900, N766"
J131047,31001427,21000160,11000016,4,Red Giant,"H900, N766"
J100150,31001428,21000160,11000016,4,Black Hole,"H900, N766"
J104311,31001429,21000161,11000016,4,Black Hole,"C247, N766"
J111950,31001430,21000161,11000016,4,,"C247, N766"
J132754,31001431,21000161,11000016,4,Wolf-Rayet Star,"C247, N766"
J101551,31001432,21000161,11000016,4,,"C247, N766"
J211027,31001433,21000161,11000016,4,,"C247, N766"
J105415,31001434,21000161,11000016,4,Cataclysmic Variable,"C247, N766"
J224148,31001435,21000162,11000017,4,Wolf-Rayet Star,"H900, U574"
J100806,31001436,21000162,11000017,4,,"H900, U574"
J133638,31001437,21000162,11000017,4,,"H900, U574"
J231614,31001438,21000162,11000017,4,,"H900, U574"
J103110,31001439,21000162,11000017,4,Black Hole,"H900, U574"
J101706,31001440,21000162,11000017,4,,"H900, U574"
J142214,31001441,21000163,11000017,4,,"C247, U574"
J155340,31001442,21000163,11000017,4,,"C247, U574"
J165326,31001443,21000163,11000017,4,Cataclysmic Variable,"C247, U574"
J133113,31001444,21000163,11000017,4,,"C247, U574"
J122656,31001445,21000163,11000017,4,Black Hole,"C247, U574"
J134716,31001446,21000163,11000017,4,,"C247, U574"
J171344,31001447,21000163,11000017,4,Red Giant,"C247, U574"
J161119,31001448,21000164,11000017,4,,"H900, U574"
J111404,31001449,21000164,11000017,4,Cataclysmic Variable,"H900, U574"
J105346,31001450,21000164,11000017,4,Wolf-Rayet Star,"H900, U574"
J154631,31001451,21000164,11000017,4,Red Giant,"H900, U574"
J150112,31001452,21000164,11000017,4,Red Giant,"H900, U574"
J104649,31001453,21000164,11000017,4,Magnetar,"H900, U574"
J234421,31001454,21000165,11000017,4,,"X877, U574"
J105726,31001455,21000165,11000017,4,,"X877, U574"
J111758,31001456,21000165,11000017,4,Cataclysmic Variable,"X877, U574"
J142923,31001457,21000165,11000017,4,,"X877, U574"
J114026,31001458,21000165,11000017,4,,"X877, U574"
J115118,31001459,21000165,11000017,4,,"X877, U574"
J162226,31001460,21000166,11000018,4,Red Giant,"C247, P060"
J165020,31001461,21000166,11000018,4,Wolf-Rayet Star,"C247, P060"
J125302,31001462,21000166,11000018,4,,"C247, P060"
J113754,31001463,21000166,11000018,4,Magnetar,"C247, P060"
J153215,31001464,21000166,11000018,4,Wolf-Rayet Star,"C247, P060"
J213820,31001465,21000166,11000018,4,,"C247, P060"
J111555,31001466,21000167,11000018,4,,"N766, P060"
J131553,31001467,21000167,11000018,4,,"N766, P060"
J143841,31001468,21000167,11000018,4,,"N766, P060"
J113250,31001469,21000167,11000018,4,Magnetar,"N766, P060"
J204635,31001470,21000167,11000018,4,,"N766, P060"
J212954,31001471,21000167,11000018,4,,"N766, P060"
J132309,31001472,21000168,11000018,4,,"H900, P060"
J231341,31001473,21000168,11000018,4,,"H900, P060"
J160800,31001474,21000168,11000018,4,Pulsar,"H900, P060"
J155338,31001475,21000168,11000018,4,,"H900, P060"
J132149,31001476,21000168,11000018,4,,"H900, P060"
J171937,31001477,21000168,11000018,4,,"H900, P060"
J152443,31001478,21000168,11000018,4,,"H900, P060"
J111329,31001479,21000169,11000018,4,Red Giant,"X877, P060"
J171334,31001480,21000169,11000018,4,,"X877, P060"
J115552,31001481,21000169,11000018,4,,"X877, P060"
J151520,31001482,21000169,11000018,4,Pulsar,"X877, P060"
J165920,31001483,21000169,11000018,4,,"X877, P060"
J145838,31001484,21000169,11000018,4,,"X877, P060"
J125031,31001485,21000169,11000018,4,,"X877, P060"
J110736,31001486,21000170,11000018,4,Wolf-Rayet Star,"N766, P060"
J165423,31001487,21000170,11000018,4,,"N766, P060"
J155521,31001488,21000170,11000018,4,Cataclysmic Variable,"N766, P060"
J135508,31001489,21000170,11000018,4,,"N766, P060"
J103008,31001490,21000170,11000018,4,Magnetar,"N766, P060"
J103704,31001491,21000170,11000018,4,Magnetar,"N766, P060"
J104603,31001492,21000170,11000018,4,Pulsar,"N766, P060"
J163641,31001493,21000171,11000018,4,Black Hole,"X877, P060"
J203952,31001494,21000171,11000018,4,,"X877, P060"
J105411,31001495,21000171,11000018,4,,"X877, P060"
J101126,31001496,21000171,11000018,4,,"X877, P060"
J122155,31001497,21000171,11000018,4,Wolf-Rayet Star,"X877, P060"
J110016,31001498,21000171,11000018,4,Red Giant,"X877, P060"
J212417,31001499,21000171,11000018,4,Cataclysmic Variable,"X877, P060"
J142355,31001500,21000172,11000018,4,Red Giant,"C247, P060"
J121347,31001501,21000172,11000018,4,Cataclysmic Variable,"C247, P060"
J172915,31001502,21000172,11000018,4,,"C247, P060"
J155416,31001503,21000172,11000018,4,,"C247, P060"
J211258,31001504,21000172,11000018,4,,"C247, P060"
J120643,31001505,21000172,11000018,4,Pulsar,"C247, P060"
J143946,31001506,21000173,11000019,4,Pulsar,"N766, X877"
J125247,31001507,21000173,11000019,4,,"N766, X877"
J144732,31001508,21000173,11000019,4,Magnetar,"N766, X877"
J155711,31001509,21000173,11000019,4,Wolf-Rayet Star,"N766, X877"
J214308,31001510,21000173,11000019,4,,"N766, X877"
J134851,31001511,21000173,11000019,4,Wolf-Rayet Star,"N766, X877"
J145452,31001512,21000173,11000019,4,,"N766, X877"
J115026,31001513,21000174,11000019,4,Black Hole,"P060, X877"
J151720,31001514,21000174,11000019,4,,"P060, X877"
J151353,31001515,21000174,11000019,4,Black Hole,"P060, X877"
J113727,31001516,21000174,11000019,4,Magnetar,"P060, X877"
J130944,31001517,21000174,11000019,4,,"P060, X877"
J145238,31001518,21000174,11000019,4,,"P060, X877"
J235219,31001519,21000174,11000019,4,,"P060, X877"
J172512,31001520,21000175,11000019,4,,"C247, X877"
J141322,31001521,21000175,11000019,4,Pulsar,"C247, X877"
J210333,31001522,21000175,11000019,4,,"C247, X877"
J135836,31001523,21000175,11000019,4,Pulsar,"C247, X877"
J101915,31001524,21000175,11000019,4,Magnetar,"C247, X877"
J130203,31001525,21000175,11000019,4,Wolf-Rayet Star,"C247, X877"
J110719,31001526,21000175,11000019,4,,"C247, X877"
J131208,31001527,21000176,11000019,4,Black Hole,"C247, X877"
J121623,31001528,21000176,11000019,4,Pulsar,"C247, X877"
J150637,31001529,21000176,11000019,4,,"C247, X877"
J130332,31001530,21000176,11000019,4,,"C247, X877"
J1226-0,31001531,21000176,11000019,4,,"C247, X877"
J114355,31001532,21000176,11000019,4,Cataclysmic Variable,"C247, X877"
J144401,31001533,21000177,11000019,4,Red Giant,"C247, X877"
J103242,31001534,21000177,11000019,4,Cataclysmic Variable,"C247, X877"
J161815,31001535,21000177,11000019,4,,"C247, X877"
J132256,31001536,21000177,11000019,4,Cataclysmic Variable,"C247, X877"
J162819,31001537,21000177,11000019,4,,"C247, X877"
J131004,31001538,21000177,11000019,4,Black Hole,"C247, X877"
J141931,31001539,21000177,11000019,4,,"C247, X877"
J112630,31001540,21000178,11000019,4,,"U574, X877"
J154109,31001541,21000178,11000019,4,,"U574, X877"
J153116,31001542,21000178,11000019,4,Black Hole,"U574, X877"
J160455,31001543,21000178,11000019,4,,"U574, X877"
J102439,31001544,21000178,11000019,4,Magnetar,"U574, X877"
J160459,31001545,21000178,11000019,4,Red Giant,"U574, X877"
J131712,31001546,21000178,11000019,4,,"U574, X877"
J140244,31001547,21000179,11000019,4,Wolf-Rayet Star,"H900, X877"
J150635,31001548,21000179,11000019,4,Red Giant,"H900, X877"
J125213,31001549,21000179,11000019,4,Magnetar,"H900, X877"
J154541,31001550,21000179,11000019,4,,"H900, X877"
J120409,31001551,21000179,11000019,4,,"H900, X877"
J140545,31001552,21000179,11000019,4,,"H900, X877"
J162251,31001553,21000180,11000019,4,Black Hole,"H900, X877"
J120450,31001554,21000180,11000019,4,Red Giant,"H900, X877"
J220151,31001555,21000180,11000019,4,,"H900, X877"
J104502,31001556,21000180,11000019,4,,"H900, X877"
